"","ndosi"
"1",0
"2",0
"3",9997464
"4",9999429
"5",0
"6",9996777
"7",0
"8",0
"9",10001097
"10",0
"11",0
"12",0
"13",0
"14",10003083
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",9999395
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",10004084
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",9998885
"48",9999935
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",9997945
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",10000778
"87",9998078
"88",0
"89",0
"90",9997079
"91",0
"92",9997433
"93",0
"94",0
"95",9998110
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",9999095
"103",0
"104",0
"105",0
"106",0
"107",0
"108",9990467
"109",9995925
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",9999811
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",10001575
"125",0
"126",10003667
"127",0
"128",10005862
"129",0
"130",9998507
"131",0
"132",0
"133",0
"134",10002774
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",10000595
"142",0
"143",0
"144",10001642
"145",0
"146",0
"147",0
"148",9995207
"149",10004886
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",9999464
"160",0
"161",0
"162",0
"163",9998772
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",10004699
"175",0
"176",0
"177",0
"178",0
"179",0
"180",10000490
