"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",9996720
"6",0
"7",0
"8",0
"9",9999989
"10",0
"11",9998273
"12",0
"13",0
"14",0
"15",0
"16",0
"17",10002299
"18",10000369
"19",0
"20",0
"21",10004562
"22",10001055
"23",0
"24",0
"25",0
"26",10000025
"27",0
"28",0
"29",9998030
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",10000181
"37",9993900
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",10002997
"53",0
"54",0
"55",0
"56",9998111
"57",0
"58",0
"59",10004472
"60",0
"61",0
"62",0
"63",0
"64",10000920
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",10002818
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",9999450
"86",0
"87",9996229
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",9999037
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",9997528
"111",0
"112",0
"113",10002834
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",10003375
"123",0
"124",0
"125",0
"126",0
"127",0
"128",10001071
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",9996746
"136",0
"137",0
"138",9994770
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",9996956
"157",0
"158",9997203
"159",0
"160",0
"161",0
"162",0
"163",0
"164",9998395
"165",0
"166",10000107
"167",10001627
"168",0
"169",9997021
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
