"","ndosi"
"1",0
"2",9994879
"3",0
"4",10001261
"5",0
"6",0
"7",0
"8",9999945
"9",10000928
"10",0
"11",10002271
"12",0
"13",0
"14",0
"15",0
"16",9999375
"17",0
"18",0
"19",0
"20",0
"21",0
"22",10000592
"23",0
"24",0
"25",0
"26",9996179
"27",0
"28",0
"29",0
"30",0
"31",10001541
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",9993468
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",10001511
"54",0
"55",0
"56",10000637
"57",0
"58",0
"59",9995223
"60",9998520
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",9998820
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",9998889
"88",0
"89",0
"90",9998443
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",10002802
"100",10000498
"101",0
"102",0
"103",0
"104",0
"105",0
"106",9995281
"107",0
"108",0
"109",0
"110",0
"111",9993274
"112",10002605
"113",0
"114",0
"115",0
"116",0
"117",9998399
"118",0
"119",9999526
"120",0
"121",9996296
"122",0
"123",0
"124",0
"125",9996210
"126",0
"127",0
"128",0
"129",0
"130",9999379
"131",0
"132",10002742
"133",0
"134",0
"135",0
"136",0
"137",10011130
"138",0
"139",10002041
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",10003589
"152",0
"153",0
"154",10000522
"155",0
"156",0
"157",0
"158",0
"159",0
"160",9997380
"161",0
"162",0
"163",9997625
"164",0
"165",0
"166",0
"167",0
"168",9998224
"169",10004532
"170",0
"171",0
"172",0
"173",9997122
"174",0
"175",10000311
"176",0
"177",0
"178",0
"179",0
"180",0
