"","ndosi"
"1",0
"2",0
"3",0
"4",10001010
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",10003863
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",9999295
"30",0
"31",0
"32",0
"33",9996809
"34",0
"35",10005653
"36",0
"37",0
"38",10000928
"39",10005262
"40",10002003
"41",0
"42",10003338
"43",0
"44",9999024
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",10002508
"55",0
"56",10001103
"57",10001358
"58",0
"59",0
"60",0
"61",0
"62",0
"63",9995567
"64",0
"65",9995145
"66",0
"67",0
"68",0
"69",9999855
"70",0
"71",0
"72",0
"73",10000832
"74",0
"75",0
"76",0
"77",0
"78",0
"79",9997866
"80",0
"81",9990734
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",9998387
"92",10000773
"93",0
"94",0
"95",0
"96",10004695
"97",0
"98",10001814
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",10002982
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",9996998
"121",0
"122",0
"123",0
"124",9997987
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",9999800
"135",0
"136",0
"137",0
"138",10002203
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",9996720
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",9999726
"165",0
"166",0
"167",0
"168",0
"169",0
"170",9998662
"171",0
"172",0
"173",9997263
"174",9994809
"175",0
"176",0
"177",9999241
"178",0
"179",0
"180",10001116
