"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",10000987
"24",0
"25",0
"26",0
"27",10005478
"28",0
"29",0
"30",9998774
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",9998172
"61",0
"62",0
"63",0
"64",0
"65",0
"66",9997920
"67",0
"68",0
"69",0
"70",10006349
"71",0
"72",0
"73",0
"74",9999468
"75",0
"76",0
"77",9998714
"78",9997872
"79",9991853
"80",0
"81",0
"82",0
"83",10002162
"84",0
"85",0
"86",0
"87",0
"88",10001269
"89",0
"90",0
"91",0
"92",10002476
"93",0
"94",0
"95",0
"96",9997440
"97",0
"98",0
"99",0
"100",0
"101",10000245
"102",0
"103",0
"104",10000612
"105",0
"106",0
"107",9998661
"108",0
"109",0
"110",10000870
"111",9998433
"112",9998373
"113",10004730
"114",0
"115",0
"116",0
"117",9998507
"118",0
"119",0
"120",0
"121",0
"122",0
"123",10001305
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",10004517
"133",0
"134",0
"135",0
"136",0
"137",9999874
"138",0
"139",0
"140",0
"141",0
"142",0
"143",10004046
"144",0
"145",0
"146",9995941
"147",0
"148",0
"149",0
"150",10005318
"151",0
"152",0
"153",9998197
"154",9998416
"155",0
"156",0
"157",10005606
"158",0
"159",0
"160",0
"161",0
"162",9995165
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
