"","ndosi"
"1",0
"2",0
"3",9994553
"4",0
"5",10004396
"6",9999241
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",9998466
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",10006715
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",10000948
"42",0
"43",0
"44",9993543
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",9995403
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",10003808
"73",0
"74",0
"75",0
"76",0
"77",0
"78",10002704
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",9999727
"92",0
"93",0
"94",0
"95",0
"96",0
"97",10002396
"98",0
"99",0
"100",0
"101",10001422
"102",0
"103",9995428
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",10002836
"114",0
"115",0
"116",10002873
"117",0
"118",0
"119",0
"120",10004635
"121",0
"122",0
"123",0
"124",0
"125",9998918
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",9999456
"133",0
"134",9996463
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",9996135
"146",0
"147",0
"148",0
"149",0
"150",9998175
"151",10003624
"152",0
"153",0
"154",0
"155",9995260
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",10001189
"166",0
"167",0
"168",10000282
"169",0
"170",10002566
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
