"","ndosi"
"1",9994118
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",10001695
"14",0
"15",0
"16",9996440
"17",0
"18",9997735
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",10001206
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",10001452
"47",0
"48",0
"49",10001994
"50",0
"51",10006353
"52",9996832
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",9999668
"66",9997939
"67",0
"68",0
"69",0
"70",10006520
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",9999708
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",10002708
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",10000297
"110",0
"111",0
"112",9999032
"113",0
"114",0
"115",0
"116",10005114
"117",0
"118",0
"119",0
"120",9999855
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",9995881
"141",0
"142",0
"143",9999618
"144",0
"145",0
"146",9998502
"147",0
"148",0
"149",0
"150",9998275
"151",0
"152",0
"153",10004662
"154",0
"155",9996989
"156",0
"157",9996938
"158",0
"159",0
"160",0
"161",0
"162",0
"163",10002767
"164",0
"165",0
"166",0
"167",0
"168",10000158
"169",9999033
"170",0
"171",0
"172",0
"173",0
"174",9999871
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
