"","ndosi"
"1",0
"2",9999833
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",10000407
"33",0
"34",0
"35",9999253
"36",0
"37",0
"38",0
"39",10001024
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",10001561
"53",0
"54",10002551
"55",0
"56",0
"57",0
"58",0
"59",10001679
"60",0
"61",0
"62",0
"63",0
"64",0
"65",10005336
"66",0
"67",0
"68",0
"69",9999493
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",9998751
"80",10003263
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",10005490
"89",0
"90",0
"91",0
"92",0
"93",0
"94",9997335
"95",0
"96",0
"97",0
"98",0
"99",10003083
"100",0
"101",9997100
"102",0
"103",0
"104",10005530
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",9995043
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",9997891
"135",0
"136",0
"137",0
"138",0
"139",0
"140",10002768
"141",0
"142",0
"143",10000737
"144",0
"145",0
"146",9996653
"147",9998287
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",9999153
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",10000751
"163",0
"164",10004522
"165",0
"166",0
"167",9994833
"168",0
"169",10001691
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
