"","ndosi"
"1",0
"2",0
"3",0
"4",10001814
"5",10001425
"6",0
"7",10002646
"8",0
"9",9998717
"10",0
"11",0
"12",0
"13",10002233
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",10003145
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",10002082
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",10004567
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",10001120
"61",0
"62",0
"63",9999816
"64",9998592
"65",0
"66",0
"67",10000325
"68",0
"69",0
"70",0
"71",0
"72",9999993
"73",10003319
"74",0
"75",9998260
"76",9997682
"77",0
"78",0
"79",9993693
"80",9994143
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",9996607
"93",0
"94",0
"95",0
"96",0
"97",0
"98",9994266
"99",0
"100",0
"101",9997849
"102",0
"103",9998677
"104",0
"105",0
"106",0
"107",0
"108",0
"109",10001879
"110",0
"111",0
"112",0
"113",10000146
"114",10000167
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",9996318
"149",9996251
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",9997481
"170",0
"171",0
"172",9999277
"173",0
"174",9999933
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
