"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",9996016
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",9995928
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",10006658
"40",0
"41",10000265
"42",0
"43",0
"44",10002073
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",10001537
"69",10002393
"70",10005076
"71",10000559
"72",0
"73",0
"74",0
"75",0
"76",10000049
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",10002193
"88",0
"89",10002834
"90",10001196
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",9999146
"102",0
"103",0
"104",0
"105",0
"106",9995542
"107",0
"108",0
"109",10003386
"110",0
"111",0
"112",0
"113",9997865
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",10004605
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",9998823
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",10005375
"144",0
"145",0
"146",10001596
"147",0
"148",0
"149",9997795
"150",0
"151",0
"152",9996249
"153",0
"154",0
"155",0
"156",0
"157",10003389
"158",0
"159",0
"160",10002174
"161",0
"162",0
"163",0
"164",10001739
"165",0
"166",0
"167",0
"168",10004001
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",10000528
"177",0
"178",0
"179",9995315
"180",9997206
