"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",10002567
"6",0
"7",0
"8",0
"9",0
"10",0
"11",9998887
"12",0
"13",0
"14",10002806
"15",9993229
"16",0
"17",0
"18",0
"19",0
"20",0
"21",10000308
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",10004969
"33",0
"34",0
"35",0
"36",0
"37",10001779
"38",10001713
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",9993781
"47",0
"48",0
"49",0
"50",10002387
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",9998299
"70",9995011
"71",0
"72",0
"73",0
"74",0
"75",0
"76",10003573
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",10006179
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",10002897
"96",0
"97",0
"98",0
"99",0
"100",9997959
"101",0
"102",0
"103",0
"104",9997957
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",9997811
"113",0
"114",0
"115",0
"116",9995931
"117",0
"118",0
"119",0
"120",0
"121",10002108
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",10001418
"130",10000766
"131",0
"132",0
"133",10000278
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",9999455
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",9997309
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",9997306
"175",0
"176",10002565
"177",0
"178",0
"179",0
"180",0
