"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",10003553
"6",0
"7",0
"8",9998931
"9",0
"10",0
"11",0
"12",0
"13",0
"14",10009315
"15",0
"16",9999715
"17",0
"18",0
"19",0
"20",0
"21",9998777
"22",0
"23",0
"24",0
"25",10000940
"26",0
"27",0
"28",9997618
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",9999278
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",10001421
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",9996727
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",9997389
"69",0
"70",0
"71",0
"72",10000442
"73",0
"74",0
"75",0
"76",9997202
"77",0
"78",0
"79",0
"80",0
"81",0
"82",10002015
"83",0
"84",0
"85",0
"86",0
"87",0
"88",10009423
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",10001954
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",9997912
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",10001285
"133",0
"134",0
"135",0
"136",9999995
"137",0
"138",0
"139",0
"140",0
"141",0
"142",10005163
"143",0
"144",0
"145",0
"146",0
"147",0
"148",10000014
"149",0
"150",10003401
"151",0
"152",9997222
"153",9993573
"154",10002020
"155",9997648
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",9994958
"168",0
"169",0
"170",9999060
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",10000398
"180",9995491
