"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",9999595
"9",0
"10",0
"11",0
"12",0
"13",0
"14",9999231
"15",10000517
"16",0
"17",0
"18",10001029
"19",0
"20",0
"21",0
"22",0
"23",9999387
"24",0
"25",0
"26",0
"27",0
"28",9997343
"29",0
"30",0
"31",0
"32",0
"33",10002689
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",10001641
"44",0
"45",10001513
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",10001352
"54",9998997
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",9999940
"73",0
"74",0
"75",0
"76",0
"77",9999621
"78",0
"79",0
"80",0
"81",0
"82",0
"83",10000778
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",9998352
"102",0
"103",0
"104",9993885
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",9999485
"113",9996118
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",10004775
"132",0
"133",0
"134",0
"135",9998182
"136",0
"137",0
"138",0
"139",10010397
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",9997509
"167",9999529
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",10000760
"176",10000657
"177",0
"178",9999802
"179",10000602
"180",0
