"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",10001100
"7",10003086
"8",0
"9",0
"10",0
"11",0
"12",10000138
"13",0
"14",0
"15",0
"16",0
"17",9999055
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",10001382
"29",10004477
"30",0
"31",0
"32",0
"33",0
"34",9998902
"35",0
"36",9998088
"37",0
"38",10002696
"39",0
"40",0
"41",0
"42",0
"43",9999560
"44",0
"45",0
"46",0
"47",9998962
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",9999461
"58",10001290
"59",10000809
"60",0
"61",10003901
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",9995859
"83",0
"84",0
"85",0
"86",0
"87",10000148
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",9996534
"98",0
"99",9996197
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",9999865
"113",0
"114",0
"115",9999732
"116",0
"117",0
"118",0
"119",0
"120",0
"121",9999179
"122",10003402
"123",0
"124",0
"125",0
"126",9996357
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",9998881
"134",0
"135",9997428
"136",0
"137",0
"138",10000186
"139",0
"140",0
"141",10001603
"142",0
"143",0
"144",0
"145",10003051
"146",0
"147",0
"148",0
"149",0
"150",0
"151",9996367
"152",0
"153",0
"154",9997340
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",9993672
"167",0
"168",0
"169",9989426
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",10000038
"177",0
"178",0
"179",0
"180",0
