"","ndosi"
"1",10004733
"2",0
"3",9999033
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",9998274
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",10001475
"47",0
"48",10002311
"49",10001551
"50",0
"51",0
"52",9999352
"53",10005484
"54",0
"55",9998844
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",9998945
"66",0
"67",0
"68",0
"69",0
"70",10002146
"71",0
"72",10004706
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",9995890
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",10000153
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",9998977
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",9996403
"118",0
"119",0
"120",0
"121",9994764
"122",0
"123",9998711
"124",0
"125",9996362
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",9994395
"135",0
"136",10004855
"137",0
"138",0
"139",9998695
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",9998179
"150",0
"151",0
"152",0
"153",10001623
"154",0
"155",9994783
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",10002575
"164",0
"165",0
"166",0
"167",0
"168",10001408
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",10003244
"178",0
"179",0
"180",9998723
