"","ndosi"
"1",0
"2",9997258
"3",10002217
"4",9996166
"5",10001959
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",9998923
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",9999482
"22",0
"23",0
"24",0
"25",10001136
"26",0
"27",0
"28",0
"29",0
"30",0
"31",10000141
"32",9996262
"33",0
"34",0
"35",9995420
"36",0
"37",0
"38",0
"39",0
"40",0
"41",9996319
"42",10002606
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",9999943
"55",0
"56",0
"57",9998104
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",10002823
"72",0
"73",0
"74",0
"75",10003382
"76",9996982
"77",0
"78",0
"79",0
"80",0
"81",0
"82",9993887
"83",0
"84",0
"85",0
"86",0
"87",10001238
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",10003700
"100",0
"101",0
"102",0
"103",0
"104",0
"105",10005653
"106",10004788
"107",0
"108",10004315
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",10001662
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",9999872
"128",0
"129",9998210
"130",0
"131",10003303
"132",0
"133",0
"134",9999650
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",9998094
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",10010186
"158",0
"159",0
"160",0
"161",0
"162",10001824
"163",0
"164",0
"165",0
"166",0
"167",9998953
"168",0
"169",0
"170",9997827
"171",0
"172",0
"173",0
"174",0
"175",0
"176",10000893
"177",0
"178",0
"179",0
"180",0
