"","ndosi"
"1",10002383
"2",0
"3",0
"4",0
"5",0
"6",9997372
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",10004180
"16",0
"17",0
"18",9992941
"19",0
"20",0
"21",10001639
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",10003042
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",10001035
"63",0
"64",10004125
"65",0
"66",0
"67",0
"68",0
"69",9994251
"70",0
"71",0
"72",0
"73",9997833
"74",0
"75",0
"76",0
"77",0
"78",0
"79",9999284
"80",9996014
"81",10001817
"82",10000743
"83",0
"84",0
"85",0
"86",10000549
"87",0
"88",0
"89",0
"90",10002073
"91",0
"92",0
"93",0
"94",0
"95",9998822
"96",0
"97",0
"98",0
"99",0
"100",0
"101",10003068
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",10005084
"111",10005248
"112",9994916
"113",0
"114",0
"115",0
"116",0
"117",10001327
"118",10005465
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",9996272
"133",0
"134",0
"135",0
"136",9994796
"137",0
"138",0
"139",9997989
"140",0
"141",9998869
"142",9999341
"143",9999912
"144",10000730
"145",9997250
"146",0
"147",0
"148",0
"149",9999642
"150",9999074
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",9998650
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",9996892
"178",0
"179",0
"180",0
