"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",9999387
"15",0
"16",9997036
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",10005675
"31",0
"32",0
"33",0
"34",0
"35",9997418
"36",0
"37",0
"38",9999438
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",10001446
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",9995479
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",10004397
"70",0
"71",0
"72",0
"73",0
"74",10002025
"75",0
"76",0
"77",0
"78",0
"79",10004239
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",9998974
"89",0
"90",0
"91",0
"92",0
"93",10006050
"94",10002122
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",10000766
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",9999224
"110",0
"111",10001876
"112",0
"113",10000059
"114",0
"115",0
"116",0
"117",0
"118",10000055
"119",0
"120",0
"121",10000619
"122",0
"123",0
"124",0
"125",0
"126",9999920
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",9998636
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",10002852
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",10001656
"169",0
"170",0
"171",0
"172",0
"173",10000523
"174",9998487
"175",0
"176",0
"177",9999073
"178",0
"179",0
"180",0
