"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",9997861
"6",0
"7",0
"8",10000754
"9",0
"10",0
"11",0
"12",10006273
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",9999502
"22",9993096
"23",0
"24",0
"25",0
"26",10000636
"27",10003586
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",10002398
"37",0
"38",9998463
"39",0
"40",9996258
"41",0
"42",10000873
"43",10002105
"44",9998650
"45",0
"46",10005700
"47",0
"48",0
"49",0
"50",0
"51",0
"52",10004226
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",10001594
"66",0
"67",0
"68",0
"69",9997921
"70",0
"71",0
"72",0
"73",10001450
"74",9995597
"75",0
"76",9996291
"77",0
"78",0
"79",0
"80",0
"81",10003983
"82",10000365
"83",0
"84",0
"85",0
"86",0
"87",0
"88",9998385
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",9998518
"109",0
"110",9997027
"111",0
"112",10003122
"113",10003008
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",10002580
"125",9996611
"126",0
"127",9998479
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",9999993
"145",9995555
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",10004195
"165",0
"166",9997657
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",9996829
"177",0
"178",0
"179",0
"180",0
