"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",9996917
"7",0
"8",0
"9",9999627
"10",0
"11",0
"12",0
"13",0
"14",0
"15",10002353
"16",0
"17",0
"18",0
"19",0
"20",0
"21",10001610
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",10003112
"29",0
"30",0
"31",0
"32",0
"33",9996912
"34",0
"35",0
"36",0
"37",0
"38",0
"39",10002489
"40",0
"41",0
"42",9998289
"43",0
"44",0
"45",0
"46",9998001
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",10000599
"58",0
"59",0
"60",0
"61",0
"62",10004003
"63",0
"64",0
"65",9998604
"66",0
"67",0
"68",10000815
"69",0
"70",0
"71",0
"72",0
"73",9996618
"74",0
"75",0
"76",0
"77",0
"78",9998677
"79",0
"80",0
"81",10002688
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",9998127
"90",0
"91",0
"92",0
"93",10001252
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",9996863
"111",10004038
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",9997204
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",10000156
"135",10000257
"136",9997160
"137",0
"138",9998469
"139",0
"140",10002392
"141",0
"142",0
"143",0
"144",0
"145",9997348
"146",0
"147",0
"148",9998737
"149",0
"150",0
"151",9996937
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",10004021
"159",9999782
"160",0
"161",0
"162",0
"163",0
"164",0
"165",9996343
"166",0
"167",9993101
"168",0
"169",0
"170",0
"171",9998365
"172",0
"173",0
"174",0
"175",9999906
"176",9999686
"177",0
"178",0
"179",0
"180",0
