"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",10000984
"7",0
"8",0
"9",10000610
"10",0
"11",0
"12",9998821
"13",0
"14",0
"15",0
"16",0
"17",10005740
"18",0
"19",0
"20",9996219
"21",0
"22",0
"23",0
"24",0
"25",9998716
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",9997337
"46",0
"47",9997223
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",10000419
"59",10005561
"60",0
"61",0
"62",0
"63",9995271
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",9995297
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",9995194
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",9999744
"108",10000790
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",9996484
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",10000577
"123",0
"124",9995485
"125",0
"126",0
"127",0
"128",0
"129",9995969
"130",9999047
"131",0
"132",10000265
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",10002602
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",9996900
"161",0
"162",0
"163",0
"164",9998905
"165",0
"166",10000906
"167",0
"168",10000443
"169",0
"170",0
"171",0
"172",0
"173",9999035
"174",0
"175",0
"176",10001052
"177",10000857
"178",10000858
"179",0
"180",0
