"","ndosi"
"1",0
"2",9998873
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",9998510
"11",0
"12",0
"13",0
"14",0
"15",0
"16",9999023
"17",0
"18",9997842
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",10002811
"37",10001081
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",10001440
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",9994376
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",9999220
"77",10002707
"78",10001540
"79",0
"80",0
"81",10001030
"82",0
"83",0
"84",0
"85",9996380
"86",0
"87",0
"88",10005472
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",10000118
"107",0
"108",10001255
"109",0
"110",0
"111",0
"112",0
"113",9997007
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",9996865
"125",0
"126",9999844
"127",0
"128",0
"129",0
"130",0
"131",9998470
"132",0
"133",9999037
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",10001670
"141",0
"142",0
"143",10002459
"144",0
"145",0
"146",9995758
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",10000032
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",10001684
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",10001010
"180",0
