"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",10004697
"10",0
"11",10002169
"12",0
"13",10001660
"14",0
"15",0
"16",0
"17",0
"18",0
"19",9999894
"20",0
"21",0
"22",0
"23",9999322
"24",0
"25",10000349
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",9996286
"33",0
"34",0
"35",0
"36",0
"37",0
"38",9997948
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",10003696
"53",0
"54",9998541
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",9997305
"62",0
"63",9998449
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",10001892
"74",0
"75",0
"76",0
"77",9994476
"78",0
"79",0
"80",9992164
"81",0
"82",9996082
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",9999738
"93",9998060
"94",0
"95",0
"96",9995761
"97",10000657
"98",0
"99",0
"100",0
"101",10002063
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",9995841
"109",0
"110",0
"111",0
"112",9999805
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",10001459
"121",0
"122",0
"123",0
"124",9996105
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",9995052
"132",0
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",9998499
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",10000806
"149",0
"150",0
"151",0
"152",10000772
"153",10002628
"154",0
"155",0
"156",0
"157",0
"158",9993575
"159",0
"160",0
"161",10005312
"162",0
"163",0
"164",10001041
"165",0
"166",0
"167",0
"168",9992870
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",9999271
"179",0
"180",0
