"","ndosi"
"1",0
"2",0
"3",10002000
"4",0
"5",0
"6",9993017
"7",9995150
"8",0
"9",0
"10",0
"11",0
"12",0
"13",9991013
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",9998196
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",10000685
"31",0
"32",0
"33",0
"34",0
"35",0
"36",10002933
"37",0
"38",0
"39",0
"40",0
"41",10001297
"42",0
"43",0
"44",0
"45",0
"46",0
"47",9999838
"48",10001797
"49",10003329
"50",0
"51",0
"52",0
"53",0
"54",0
"55",9999003
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",9999392
"77",0
"78",10001773
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",9996838
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",9994593
"95",0
"96",9999981
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",9995766
"106",0
"107",0
"108",0
"109",0
"110",10008072
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",10002760
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",0
"136",9999082
"137",10006444
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",9997682
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",9998918
"159",9998398
"160",0
"161",9995820
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
