"","ndosi"
"1",0
"2",10006203
"3",0
"4",9999130
"5",0
"6",0
"7",9997833
"8",0
"9",0
"10",9999316
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",10005145
"19",0
"20",0
"21",9999172
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",10001198
"29",0
"30",0
"31",10005008
"32",0
"33",0
"34",0
"35",10001944
"36",0
"37",10002387
"38",0
"39",0
"40",10001494
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",10003869
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",9998893
"57",0
"58",0
"59",9995891
"60",0
"61",9998497
"62",9996271
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",10001157
"73",0
"74",10003624
"75",0
"76",0
"77",9999888
"78",0
"79",0
"80",0
"81",9998903
"82",0
"83",0
"84",0
"85",0
"86",9997148
"87",0
"88",9995438
"89",0
"90",9995442
"91",0
"92",0
"93",0
"94",10002062
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",10004735
"129",0
"130",0
"131",0
"132",9996577
"133",0
"134",0
"135",10001829
"136",0
"137",0
"138",9996666
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",10003488
"148",0
"149",9997144
"150",9998517
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",9994434
"173",9996590
"174",9998675
"175",0
"176",10001253
"177",10001986
"178",0
"179",0
"180",0
