"","ndosi"
"1",9995891
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",10003885
"12",0
"13",0
"14",0
"15",0
"16",10007280
"17",9997841
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",9998350
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",9996783
"37",0
"38",0
"39",10004041
"40",0
"41",0
"42",9995604
"43",0
"44",0
"45",0
"46",0
"47",9998656
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",9995997
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",9998730
"83",0
"84",0
"85",0
"86",0
"87",0
"88",9997657
"89",0
"90",0
"91",9997812
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",9993796
"109",9998149
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",9998611
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",10003045
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",10005872
"135",0
"136",10002588
"137",0
"138",10002740
"139",9997757
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",10000589
"151",10000150
"152",0
"153",10003797
"154",9999467
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",10001955
"171",0
"172",0
"173",10003277
"174",0
"175",0
"176",0
"177",0
"178",0
"179",10001427
"180",0
