"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",10001846
"23",10007740
"24",0
"25",10001788
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",10001283
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",9996195
"43",9994521
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",10000329
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",9999385
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",9995993
"66",10002618
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",9991904
"74",0
"75",0
"76",0
"77",0
"78",10001517
"79",10001181
"80",0
"81",0
"82",9995922
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",9995859
"100",0
"101",0
"102",0
"103",0
"104",10000179
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",10001199
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",0
"136",9998930
"137",10003309
"138",9998147
"139",0
"140",0
"141",9993325
"142",0
"143",0
"144",0
"145",0
"146",10003231
"147",9996346
"148",0
"149",10000721
"150",9997785
"151",0
"152",0
"153",0
"154",9998796
"155",0
"156",10005605
"157",10004869
"158",0
"159",0
"160",9997081
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",9999385
"168",0
"169",0
"170",10000253
"171",0
"172",0
"173",0
"174",9999826
"175",0
"176",0
"177",0
"178",10001669
"179",0
"180",0
