"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",9996777
"8",0
"9",0
"10",9998608
"11",0
"12",0
"13",9996127
"14",0
"15",0
"16",0
"17",9995258
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",10000518
"38",0
"39",0
"40",0
"41",0
"42",0
"43",9998646
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",10001260
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",9999983
"61",0
"62",10000801
"63",0
"64",0
"65",9999693
"66",10005669
"67",0
"68",0
"69",10001165
"70",0
"71",0
"72",0
"73",9998703
"74",0
"75",0
"76",9996441
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",9997861
"90",0
"91",0
"92",0
"93",9997673
"94",0
"95",9992760
"96",0
"97",9994040
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",10001371
"105",0
"106",0
"107",9999620
"108",9997995
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",10000480
"120",0
"121",0
"122",0
"123",0
"124",0
"125",9998345
"126",0
"127",0
"128",0
"129",9998293
"130",0
"131",0
"132",0
"133",10003612
"134",0
"135",10003400
"136",0
"137",9994140
"138",0
"139",0
"140",9995700
"141",0
"142",0
"143",0
"144",0
"145",0
"146",10004923
"147",0
"148",9995127
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",9995664
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
