"","ndosi"
"1",9995023
"2",10003785
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",10000660
"11",0
"12",0
"13",9999608
"14",9999337
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",9997760
"29",0
"30",0
"31",10001671
"32",9999168
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",10000007
"44",0
"45",9999102
"46",0
"47",0
"48",0
"49",9998141
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",10004893
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",10001089
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",10000890
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",10001798
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",9993291
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",9998590
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",10000238
"127",9997441
"128",0
"129",0
"130",0
"131",0
"132",10000472
"133",9996957
"134",0
"135",0
"136",0
"137",0
"138",0
"139",9994821
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",10001846
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",9996419
"168",0
"169",10004349
"170",0
"171",0
"172",0
"173",0
"174",0
"175",10001085
"176",0
"177",0
"178",9992447
"179",0
"180",0
