"","ndosi"
"1",10000345
"2",0
"3",0
"4",10003158
"5",0
"6",10004103
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",9999390
"24",0
"25",0
"26",0
"27",10000297
"28",9997927
"29",9999105
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",10004981
"75",10000793
"76",9999235
"77",9998175
"78",0
"79",0
"80",0
"81",0
"82",10001213
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",10001072
"94",9999231
"95",0
"96",10005249
"97",0
"98",0
"99",9993963
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",10002643
"111",0
"112",10006009
"113",0
"114",0
"115",0
"116",0
"117",0
"118",10001512
"119",0
"120",0
"121",0
"122",0
"123",0
"124",10003766
"125",0
"126",0
"127",0
"128",0
"129",10005022
"130",10003682
"131",0
"132",0
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",9996226
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",9994978
"170",0
"171",0
"172",0
"173",0
"174",9998617
"175",0
"176",0
"177",0
"178",9993539
"179",0
"180",10000454
