"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",10000889
"7",9999394
"8",0
"9",0
"10",9997467
"11",0
"12",0
"13",0
"14",0
"15",9999110
"16",0
"17",0
"18",9998959
"19",0
"20",0
"21",10000376
"22",0
"23",9996930
"24",0
"25",0
"26",0
"27",10000039
"28",0
"29",0
"30",10004418
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",10000417
"46",9994481
"47",0
"48",0
"49",0
"50",0
"51",10001637
"52",0
"53",0
"54",0
"55",0
"56",0
"57",9999403
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",10003319
"76",9995000
"77",0
"78",0
"79",0
"80",9994377
"81",0
"82",0
"83",0
"84",0
"85",10001006
"86",10003936
"87",0
"88",0
"89",9999596
"90",0
"91",0
"92",0
"93",9992177
"94",9998830
"95",0
"96",0
"97",0
"98",10000323
"99",0
"100",0
"101",0
"102",0
"103",9997595
"104",0
"105",10000328
"106",0
"107",0
"108",0
"109",0
"110",0
"111",10001573
"112",0
"113",0
"114",9997112
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",10002410
"124",10002785
"125",0
"126",0
"127",9998719
"128",10001257
"129",0
"130",0
"131",0
"132",0
"133",0
"134",10003466
"135",0
"136",0
"137",0
"138",0
"139",9999742
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",10000007
"156",0
"157",10002705
"158",0
"159",0
"160",9998418
"161",10004961
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",9996481
"173",9996101
"174",0
"175",10000884
"176",0
"177",10000128
"178",10005400
"179",0
"180",0
