"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",10000689
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",9999347
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",9999811
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",9996833
"35",0
"36",0
"37",10004741
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",10002464
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",9999589
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",9999726
"77",0
"78",0
"79",0
"80",10004000
"81",0
"82",0
"83",0
"84",0
"85",10004824
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",10007888
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",10002800
"110",10000146
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",9998587
"121",0
"122",10001825
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",0
"131",0
"132",10005951
"133",9998338
"134",0
"135",0
"136",0
"137",0
"138",0
"139",9994057
"140",0
"141",0
"142",0
"143",0
"144",0
"145",10001811
"146",0
"147",9999170
"148",9993009
"149",0
"150",0
"151",10004055
"152",0
"153",10002085
"154",0
"155",0
"156",0
"157",0
"158",0
"159",9997568
"160",0
"161",0
"162",0
"163",10000086
"164",0
"165",9999198
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",10002833
"175",0
"176",0
"177",0
"178",0
"179",0
"180",10001859
