"","ndosi"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",9997411
"8",0
"9",10000321
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",10003382
"21",0
"22",0
"23",0
"24",0
"25",0
"26",10004837
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",10003762
"35",0
"36",0
"37",0
"38",0
"39",0
"40",9997214
"41",0
"42",9999663
"43",0
"44",0
"45",0
"46",0
"47",0
"48",10002753
"49",0
"50",0
"51",0
"52",0
"53",10000247
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",9997840
"75",0
"76",0
"77",9995021
"78",0
"79",0
"80",9999539
"81",0
"82",0
"83",9992945
"84",0
"85",0
"86",9999204
"87",0
"88",10000061
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",10006129
"101",0
"102",9995370
"103",0
"104",0
"105",0
"106",10002074
"107",0
"108",0
"109",10004272
"110",10002042
"111",10002057
"112",0
"113",0
"114",9994720
"115",0
"116",0
"117",0
"118",0
"119",9999997
"120",0
"121",9998819
"122",0
"123",0
"124",0
"125",0
"126",9999166
"127",0
"128",0
"129",9997534
"130",0
"131",10000968
"132",0
"133",0
"134",10001306
"135",0
"136",9996548
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",10006092
"146",0
"147",0
"148",0
"149",9996720
"150",10000600
"151",0
"152",0
"153",9994404
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",9992413
"161",9996600
"162",0
"163",9998019
"164",0
"165",9997266
"166",10003529
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",10000019
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
