"","ndosi"
"1",0
"2",0
"3",10003293
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",10002531
"14",10002568
"15",9997479
"16",0
"17",0
"18",9997793
"19",10000450
"20",0
"21",0
"22",0
"23",9998833
"24",0
"25",9997467
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",10007305
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",9999289
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",10002833
"64",10001618
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",9999668
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",9996678
"83",0
"84",0
"85",10000897
"86",0
"87",0
"88",0
"89",0
"90",0
"91",9997104
"92",9998789
"93",0
"94",0
"95",10004184
"96",0
"97",0
"98",0
"99",0
"100",9996158
"101",0
"102",0
"103",10001004
"104",10007760
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",9994420
"115",0
"116",0
"117",0
"118",0
"119",9996921
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",0
"129",0
"130",10001867
"131",0
"132",0
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",9996300
"147",0
"148",0
"149",9999739
"150",0
"151",10000471
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",10003968
"163",0
"164",0
"165",9997684
"166",0
"167",0
"168",9999562
"169",0
"170",10003829
"171",0
"172",0
"173",0
"174",0
"175",10000645
"176",9994107
"177",0
"178",0
"179",9998821
"180",0
